Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Kelley Group Pvt. Ltd.,Technology,South Africa,Claude,2023,17641,21,6237,33.6,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Smith PLC Pvt. Ltd.,Telecom,Japan,Gemini,2024,18253,23,22225,20.1,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Kramer-Wells Pvt. Ltd.,Healthcare,India,ChatGPT,2022,17650,17,5425,4.6,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
Cameron-Buck Pvt. Ltd.,Defense,Brazil,Groq,2024,2049,9,5814,6.9,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Wilson-Smith Pvt. Ltd.,Advertising,Singapore,ChatGPT,2022,18789,30,11403,33.9,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Dean Group Pvt. Ltd.,Education,South Africa,Mixtral,2023,14169,8,12662,8.4,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
"Kelly, Spence and Bryant Pvt. Ltd.",Advertising,USA,Groq,2022,12852,17,18793,11.2,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Long LLC Pvt. Ltd.,Retail,Germany,Mixtral,2023,17096,8,13718,16.5,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Fitzgerald, Barton and Johnson Pvt. Ltd.",Transportation,France,LLaMA,2024,10038,4,11706,27.3,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Gutierrez LLC Pvt. Ltd.,Manufacturing,South Korea,Claude,2023,16420,26,17949,18.7,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Johnson-Young Pvt. Ltd.,Manufacturing,UAE,Claude,2022,1243,30,24353,33.9,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Hernandez, Collins and Aguilar Pvt. Ltd.",Transportation,UAE,Groq,2024,9449,26,8889,3.9,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
Haney-Adams Pvt. Ltd.,Transportation,Canada,Mixtral,2024,14765,8,23688,2.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
Stafford-Bautista Pvt. Ltd.,Transportation,Singapore,Gemini,2024,16781,10,12371,5.8,New roles are exciting; transition was smoother than expected. Job rotations have increased.
Myers Group Pvt. Ltd.,Advertising,Singapore,ChatGPT,2023,14662,29,955,29.3,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
Robinson Inc Pvt. Ltd.,Transportation,Australia,Groq,2022,382,7,3148,7.5,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
Matthews Inc Pvt. Ltd.,Retail,Brazil,LLaMA,2024,2132,6,9298,8.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Simmons, Stone and Bennett Pvt. Ltd.",Hospitality,UK,Claude,2024,6307,19,18218,5.1,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Austin, Deleon and West Pvt. Ltd.",Legal Services,France,Groq,2024,3650,26,24898,33.4,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Wolf-Baker Pvt. Ltd.,Utilities,Switzerland,Mixtral,2023,16234,27,20809,6.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Rowe Group Pvt. Ltd.,Entertainment,Japan,Gemini,2023,9428,24,4822,26.4,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Maynard, Martinez and Hernandez Pvt. Ltd.",Telecom,UAE,Mixtral,2022,6309,10,2035,14.8,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Fox LLC Pvt. Ltd.,Utilities,Japan,Gemini,2024,14521,1,8128,27.4,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
"Webb, Walker and Turner Pvt. Ltd.",Manufacturing,Japan,Gemini,2023,19174,8,1497,5.5,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Mitchell-Martinez Pvt. Ltd.,Utilities,Germany,Groq,2024,3521,4,11604,25.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
Sherman-Powers Pvt. Ltd.,Finance,USA,Claude,2024,2583,23,6875,15.8,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
Hays Inc Pvt. Ltd.,Legal Services,Japan,Mixtral,2024,5566,11,23820,10.3,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Thompson, Carter and Phillips Pvt. Ltd.",Legal Services,Singapore,LLaMA,2022,9572,18,22370,11.1,There's concern that AI will replace some of us soon. Job rotations have increased.
Villanueva-Farmer Pvt. Ltd.,Hospitality,Australia,Groq,2022,17397,10,3007,25.2,There's concern that AI will replace some of us soon. It changed how we communicate internally.
Smith Inc Pvt. Ltd.,Healthcare,South Africa,Groq,2022,8120,3,9742,6.8,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Davis, Shelton and Montes Pvt. Ltd.",Legal Services,Brazil,LLaMA,2022,3218,8,21737,2.3,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Ramirez-House Pvt. Ltd.,Education,Brazil,Mixtral,2023,9669,26,23368,22.0,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Green Group Pvt. Ltd.,Technology,Japan,Mixtral,2023,1094,29,12898,17.9,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
Campbell-Mcclure Pvt. Ltd.,Advertising,South Africa,Claude,2022,8359,4,6110,25.9,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
Christensen PLC Pvt. Ltd.,Telecom,Singapore,Mixtral,2022,15429,16,5569,15.2,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Johnson, Baird and Brown Pvt. Ltd.",Hospitality,France,ChatGPT,2024,11581,17,9410,16.5,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
"Brown, Russell and Martin Pvt. Ltd.",Transportation,France,Gemini,2024,12067,24,2854,32.4,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
Singleton Ltd Pvt. Ltd.,Utilities,Australia,LLaMA,2023,13730,15,4642,28.3,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Cooper LLC Pvt. Ltd.,Finance,UK,LLaMA,2023,9702,6,19467,14.3,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
Sosa PLC Pvt. Ltd.,Entertainment,India,ChatGPT,2023,17988,29,14844,27.5,I love using AI—it makes my job easier and more fun. Job rotations have increased.
Mejia-Garcia Pvt. Ltd.,Entertainment,Canada,Mixtral,2024,9447,11,15990,17.7,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
Morrison-Howard Pvt. Ltd.,Manufacturing,South Africa,LLaMA,2023,15145,15,12470,29.9,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Salinas PLC Pvt. Ltd.,Hospitality,Singapore,Gemini,2022,6716,16,654,19.2,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
"Brown, Short and Jackson Pvt. Ltd.",Finance,India,Gemini,2023,2052,7,9504,2.7,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
"Mills, Schultz and Carter Pvt. Ltd.",Defense,Canada,Mixtral,2023,9573,27,2205,10.1,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Perry-Roberson Pvt. Ltd.,Healthcare,Brazil,LLaMA,2023,19209,26,21852,6.7,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
"Moore, Randall and Perez Pvt. Ltd.",Retail,South Africa,LLaMA,2024,15450,8,16228,26.7,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
Barker LLC Pvt. Ltd.,Entertainment,South Africa,Gemini,2023,14019,12,11855,10.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
Peterson and Sons Pvt. Ltd.,Entertainment,Brazil,ChatGPT,2024,11556,1,16832,14.9,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
"Kennedy, Abbott and Johnson Pvt. Ltd.",Advertising,Singapore,Gemini,2024,17413,17,19129,22.8,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
"Wright, Martinez and Brooks Pvt. Ltd.",Technology,Singapore,ChatGPT,2024,13580,21,2943,23.7,There's concern that AI will replace some of us soon. Job rotations have increased.
Lindsey-Richard Pvt. Ltd.,Technology,Brazil,Claude,2022,16953,10,24434,5.5,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
"Aguilar, Carson and Vasquez Pvt. Ltd.",Retail,South Korea,Claude,2022,3981,17,21167,27.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Gonzalez Inc Pvt. Ltd.,Utilities,Germany,Groq,2023,11612,4,23984,27.9,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Osborne-Leonard Pvt. Ltd.,Legal Services,Japan,Groq,2022,9053,23,24934,21.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
Webb Group Pvt. Ltd.,Entertainment,UK,Gemini,2024,1569,12,8537,20.2,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
Miller Inc Pvt. Ltd.,Technology,India,Claude,2022,6584,24,18124,7.1,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Rivera-Yang Pvt. Ltd.,Technology,UK,Mixtral,2024,7547,9,15348,17.4,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
Anderson-Cowan Pvt. Ltd.,Technology,Australia,Claude,2024,10663,14,13399,11.8,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
Hansen-Smith Pvt. Ltd.,Transportation,UAE,Claude,2024,2980,30,14005,20.4,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
"Hicks, Brown and Hoover Pvt. Ltd.",Utilities,Switzerland,Mixtral,2022,18374,2,11293,10.7,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
"Taylor, Holloway and Acevedo Pvt. Ltd.",Entertainment,Brazil,Groq,2022,17509,8,11705,20.5,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
Butler PLC Pvt. Ltd.,Entertainment,Canada,LLaMA,2022,8143,15,16940,34.7,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Olson, Young and Lee Pvt. Ltd.",Retail,Brazil,Claude,2022,10305,6,16225,31.3,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Murphy, Pratt and Williams Pvt. Ltd.",Healthcare,Canada,Groq,2024,10497,28,19229,10.6,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Harmon, Jones and Walker Pvt. Ltd.",Hospitality,Australia,LLaMA,2022,13624,20,14954,25.8,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Flores Group Pvt. Ltd.,Manufacturing,South Africa,ChatGPT,2023,7867,10,12720,31.7,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Thompson-Salinas Pvt. Ltd.,Retail,Japan,Mixtral,2022,16148,30,23499,15.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Caldwell-Monroe Pvt. Ltd.,Telecom,South Africa,ChatGPT,2022,16016,30,17754,4.5,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
Blankenship PLC Pvt. Ltd.,Retail,Brazil,Gemini,2024,8111,24,9690,34.4,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
Mccarthy and Sons Pvt. Ltd.,Advertising,UAE,Gemini,2022,15045,2,3820,13.9,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
Zavala Ltd Pvt. Ltd.,Legal Services,Singapore,LLaMA,2022,2507,25,17711,21.8,I love using AI—it makes my job easier and more fun. Job rotations have increased.
Cardenas-Rodriguez Pvt. Ltd.,Transportation,South Africa,ChatGPT,2022,6412,4,11967,14.4,There's concern that AI will replace some of us soon. My team adapted faster than others.
Mahoney Group Pvt. Ltd.,Manufacturing,Australia,Groq,2022,17142,14,8007,29.4,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
Hawkins Group Pvt. Ltd.,Telecom,India,Gemini,2023,13680,21,1761,22.2,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
"Graham, Johnson and Jones Pvt. Ltd.",Utilities,Switzerland,Groq,2023,15107,21,17040,21.0,There's concern that AI will replace some of us soon. Job rotations have increased.
Page Inc Pvt. Ltd.,Hospitality,India,Gemini,2023,16462,10,18195,10.6,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Santana-Bond Pvt. Ltd.,Technology,Germany,Mixtral,2022,17379,29,4225,2.1,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
White-Ray Pvt. Ltd.,Hospitality,Switzerland,Groq,2024,8042,21,20251,21.5,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
"Brown, Wright and Bishop Pvt. Ltd.",Finance,UK,Gemini,2023,13570,1,17448,16.2,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
Stafford-Collins Pvt. Ltd.,Finance,France,ChatGPT,2023,8236,2,15874,33.4,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
"Contreras, Adams and Ellis Pvt. Ltd.",Utilities,South Korea,Mixtral,2023,15092,24,4855,7.7,"Job roles have shifted a lot, which is both good and scary. Overall, it's a big shift."
Lang Ltd Pvt. Ltd.,Retail,USA,Mixtral,2023,4833,18,19693,6.2,"We now finish tasks faster, but some older employees are struggling. Some departments feel left behind."
Buckley and Sons Pvt. Ltd.,Utilities,UAE,Gemini,2023,18339,1,4914,13.2,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Cook PLC Pvt. Ltd.,Legal Services,Singapore,LLaMA,2024,19125,23,13837,6.8,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Koch-Garcia Pvt. Ltd.,Transportation,Canada,Claude,2024,15127,16,15754,11.1,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
